Question,Answer,Card Type,Source File
Assumptions can make the world {{c1::easier to understand}}.,easier to understand,cloze,examples/Microeconomics.pdf
"What is considered the 'art in scientific thinking' across various disciplines like physics, biology, or economics?",Deciding which assumptions to make.,qa,examples/Microeconomics.pdf
"When studying the short-run effects of a policy change on the economy, what assumption might economists make about prices?","That prices do not change much, or are completely fixed.",qa,examples/Microeconomics.pdf
"When studying the long-run effects of a policy change on the economy, what assumption might economists make about prices?",That all prices are completely flexible.,qa,examples/Microeconomics.pdf
"For studying the short-run effects of a policy, economists may assume that prices are {{c1::fixed}}.",fixed,cloze,examples/Microeconomics.pdf
"For studying the long-run effects of a policy, economists may assume that prices are {{c1::completely flexible}}.",completely flexible,cloze,examples/Microeconomics.pdf
How does a physicist's use of different assumptions for a falling marble versus a falling beach ball relate to economists' use of assumptions?,"Both use different assumptions depending on the specific question or object being studied, as different factors (like friction or price flexibility) become more or less significant.",qa,examples/Microeconomics.pdf
"What do economists use to learn about the world, often composed of diagrams and equations?",Economic models.,qa,examples/Microeconomics.pdf
Economic models are most often composed of {{c1::diagrams and equations}}.,diagrams and equations,cloze,examples/Microeconomics.pdf
What is the primary purpose of economic models?,"To omit many details, simplifying reality to allow us to see what is truly important and improve our understanding.",qa,examples/Microeconomics.pdf
"All models—in physics, biology, or economics—{{c1::simplify reality}} in order to improve our understanding of it.",simplify reality,cloze,examples/Microeconomics.pdf
What are all economic models built with?,Assumptions.,qa,examples/Microeconomics.pdf
What is the circular-flow diagram?,A visual model of the economy that shows how dollars flow through markets among households and firms.,qa,examples/Microeconomics.pdf
The {{c1::circular-flow diagram}} is a visual model of the economy that shows how dollars flow through markets among households and firms.,circular-flow diagram,cloze,examples/Microeconomics.pdf
What are the two types of decision-makers in the circular-flow diagram?,Households and firms.,qa,examples/Microeconomics.pdf
What are the two types of markets in the circular-flow diagram?,"Markets for goods and services, and markets for the factors of production.",qa,examples/Microeconomics.pdf
What are 'factors of production'?,The inputs used by firms to produce goods and services.,qa,examples/Microeconomics.pdf
"Inputs such as labor, land, and capital are called the {{c1::factors of production}}.",factors of production,cloze,examples/Microeconomics.pdf
Name three examples of factors of production.,"Labor, land, and capital (buildings and machines).",qa,examples/Microeconomics.pdf
"In the markets for goods and services, what is the role of households?",Households are buyers.,qa,examples/Microeconomics.pdf
"In the markets for goods and services, what is the role of firms?",Firms are sellers.,qa,examples/Microeconomics.pdf
"In the markets for the factors of production, what is the role of households?",Households are sellers.,qa,examples/Microeconomics.pdf
"In the markets for the factors of production, what is the role of firms?",Firms are buyers.,qa,examples/Microeconomics.pdf
"In the markets for goods and services, households are {{c1::buyers}} and firms are {{c2::sellers}}.","c1::buyers, c2::sellers",cloze,examples/Microeconomics.pdf
"In the markets for the factors of production, households are {{c1::sellers}} and firms are {{c2::buyers}}.","c1::sellers, c2::buyers",cloze,examples/Microeconomics.pdf
What does the inner loop of the circular-flow diagram represent?,"The flows of goods and services between firms and households, and the flows of factors of production between households and firms.",qa,examples/Microeconomics.pdf
What does the outer loop of the circular-flow diagram represent?,The corresponding flow of dollars (spending and income).,qa,examples/Microeconomics.pdf
The inner loop of the circular-flow diagram represents the flows of {{c1::goods and services}} and {{c2::factors of production}}.,"c1::goods and services, c2::factors of production",cloze,examples/Microeconomics.pdf
The outer loop of the circular-flow diagram represents the flow of {{c1::dollars}}.,dollars,cloze,examples/Microeconomics.pdf
How do households provide factors of production to firms?,"Households sell the use of their labor, land, and capital to firms in the markets for the factors of production.",qa,examples/Microeconomics.pdf
How do firms provide goods and services to households?,"Firms use factors of production to produce goods and services, which are then sold to households in the markets for goods and services.",qa,examples/Microeconomics.pdf
What form does income take for households in the circular flow?,"Wages, rent, and profit.",qa,examples/Microeconomics.pdf
"Spending on goods and services flows from households to firms, and income in the form of {{c1::wages}}, {{c2::rent}}, and {{c3::profit}} flows from firms to households.","c1::wages, c2::rent, c3::profit",cloze,examples/Microeconomics.pdf
What details does the basic circular-flow model typically omit for simplicity?,The roles of government and international trade.,qa,examples/Microeconomics.pdf
What is the production possibilities frontier (PPF)?,A graph that shows the combinations of output that the economy can possibly produce given the available factors of production and the available production technology.,qa,examples/Microeconomics.pdf
The {{c1::production possibilities frontier}} is a graph that shows the combinations of output that the economy can possibly produce given available resources and technology.,production possibilities frontier,cloze,examples/Microeconomics.pdf
What two things determine the possible combinations of output shown by the PPF?,Available factors of production and available production technology.,qa,examples/Microeconomics.pdf
What does a point *on* the production possibilities frontier represent?,"An efficient level of production, meaning the economy is getting all it can from its scarce resources.",qa,examples/Microeconomics.pdf
